,상호명,label
1134,아롱포차,0
1135,94925닭꼬치,0
1136,토스트굽는사람들,0
1137,제주몬트락,0
1138,사천노마훠궈,0
1139,더하고부대찌개,0
1140,메밀나라,0
1141,엉클부대찌개,0
1142,보울박스,0
1143,백돈,0
1144,곽만근 족발 슈바인학센,0
1145,예가수제순대,0
1146,라온수제돈가스,0
1147,청년닭갈비,0
1148,이쿠라멘,0
1149,카페두지익스프레스,0
1150,솔솔커피,0
1151,무인다방,0
1152,아마스빈,0
1153,카페브라우니30,0
1154,TOP LITER,0
1155,1LiTER COFFEE,0
1156,빌리브라운,0
1157,블랙와인커피,0
1158,달꽃다방,0
1159,아몽즈커피,0
1160,워너커피,0
1161,킹사이즈커피,0
1162,전광수커피,0
1163,고바슨,0
1164,카페진리,0
1165,케이엠엘리갤러리카페,0
1166,우주라이크,0
1167,로반스윗,0
1168,킹스빈,0
1169,ALI KENYA STAR커피,0
1170,어보브,0
1171,쿼드커피,0
1172,헝그리박스,0
1173,즐거운심야식당,0
1174,도시락포유,0
1175,정직화닭발,0
1176,갈매기먹짱,0
1177,복닥찜닭,0
1178,대구우야지막창,0
1179,보울레시피,0
1180,일팔양대창,0
1181,통돼지두루치기한돈돈돈,0
1182,모히또바인오션,0
1183,아기식당,0
1184,툴스돈카츠,0
1185,최동민양푼갈비,0
1186,월천삼계탕,0
1187,양연화로,0
1188,88호랭이,0
1189,깨순이김밥,0
1190,타코파파,0
1191,오이시라멘,0
1192,싱싱활어천국,0
1193,하나돈까스,0
1194,스시노칸도,0
1195,삼동소바,0
1196,몬스터스시 사시미,0
1197,나베야,0
1198,수다떠는 오징어,0
1200,초미남,0
1201,에그토스트,0
1202,콩샌,0
1203,펄스맥 커피,0
1204,마음온밥,0
1205,초대창,0
1206,닭이봉춘천닭갈비,0
1207,루타6 400km,0
1208,삼미대포,0
1209,오매족,0
1210,나드리김밥,0
1211,플랩잭 팬트리,0
1212,돌빙커피,0
1213,스시선 회전초밥 ,0
1214,코레와카레,0
1215,소미돈까스,0
1216,멘야유메미루,0
1217,호니도니,0
1218,Zip에서 참치,0
1219,카츠모리,0
1220,유부야,0
1221,하즈벤,0
1222,멘야마쯔리,0
1223,수수하지만굉장해,0
1224,이자카야 춘,0
1225,스시벅스,0
1226,참치마찌,0
1227,일월육일,0
1228,여부초밥,0
1229,미친돈까스,0
1230,경성코페,0
1231,천씨씨커피,0
1232,벌크커피,0
1233,카페16온스,0
1234,미남커피,0
1235,더웨이닝커피,0
1236,나우커피,0
1237,더리터,0
1238,카페우드진,0
1239,원유로스페셜티커피,0
1240,카페레게노,0
1241,반할커피,0
1242,댄싱컵,0
1243,카페코지,0
1244,미콩커피,0
1245,더카페드림,0
1246,오늘은피자,0
1248,하늘보리피자,0
1249,피자와썹,0
1250,피자픽,0
1251,자가제빵 선명희피자,0
1252,청담피자,0
1253,네오피자,0
1254,수피자,0
1255,PIZZA BOX,0
1256,킹스타피자,0
1257,레꼬마 피자 타코,0
1258,1989 s pizza,0
1259,임실치즈피자,0
1260,피자써클,0
1261,피자야,0
1262,윤검푸드 봉수아피자,0
1263,낙원스낵,0
1264,김씨방앗간,0
1265,반올림피자샵,0
1266,피스타키친,0
1267,원바이트피자클럽,0
1268,유로코피자,0
1269,100년의피자카페인시애틀,0
1270,탭플레이,0
1271,커피볶는시골커피,0
1272,THE더맛있는과일 1L커피,0
1273,장산다방,0
1274,아이홀릭커피 ,0
1276,칠리노,0
1277,쿠카쿠,0
1278,데일리오아시스,0
1279,디저트 39,0
1280,바소카페,0
1281,배터리커피,0
1282,동네커피,0
1283,브이카페,0
1284,피자 피크,0
1285,피자플렉스,0
1286,피자명인,0
1287,해골피자,0
1288,아메리칸피자,0
1289,투엑스피자,0
1290,후니피자,0
1291,피자덕,0
1292,피자빙고,0
1293,Crew Pizza,0
1294,메이크어딜리버리,0
1295,더오니기리플러스,0
1296,족발팩토리,0
1297,쭉심,0
1298,치폴레옹,0
1300,현가네33족발,0
1301,등심연구소,0
1302,달구지막창,0
1303,101번지 남산돈까스,0
1304,장혁민의 부대찌개,0
1305,안지랑곱창막창,0
1306,쿡의 시대,0
1307,곽두리쪽갈비,0
1308,돈카츠 화꾸어,0
1309,씨네마얼음맥주,0
1310,김민성I m넙띠기돈까스,0
1311,전원숯불,0
1312,족발정,0
1313,대게 이상무,0
1314,바르미샤브샤브n칼국수,0
1315,광명대창집,0
1316,세수대야,0
1317,빙츄르,0
1318,미트사이더,0
1319,명태가도,0
1320,모자온달,0
1321,육회야문연어,0
1322,하늘돼지,0
1323,로니로티,0
1324,복어잡는사람들,0
1325,이동근선산곱창 막창,0
1326,얌샘김밥,0
1327,바로심김밥,0
1328,생강김밥,0
1329,한입김밥,0
1330,오늘도꽈배기,0
1331,용우동,0
1332,모범떡볶이1976,0
1333,버무리떡볶이,0
1334,삼대떡볶이,0
1335,효형제돈까스,0
1336,정스닭꼬치,0
1337,눈꽃치즈떡볶이,0
1338,삐사감김밥,0
1339,올빼미남산왕돈까스,0
1341,국밥여행,0
1342,팔당육칼동동국수,0
1343,그남자의 돼지갈비,0
1344,사계진미 숯불닭갈비,0
1345,어신코뎅이,0
1346,똥집이야기,0
1347,연남물갈비,0
1348,우심,0
1349,청해신푸른바다찜탕,0
1350,마약떡볶이 동탄마떡,0
1351,고소미부엌,0
1352,괴물떡볶이,0
1353,커피스토아,0
1354,루트비커피,0
1355,Pause 10 ,0
1356,디알해쉬커피,0
1357,커피사피엔스,0
1358,맥켄지커피,0
1359,스위트제로,0
1360,포트캔커피 PORT CAN COFFEE,0
1361,장미카페,0
1362,카페달링,0
1363,쿼피집,0
1364,마실커피,0
1365,엠버스커피,0
1366,두낫디스터브,0
1367,피스피스,0
1368,카페라이더,0
1369,만랩커피,0
1370,후식,0
1371,브루원츠,0
1372,달리는커피,0
1373,145씨오,0
1374,헤일리스커피,0
1375,봄봄테이크아웃,0
1376,소보롱,0
1377,카페동네,0
1378,카페보스,0
1379,와커피 ,0
1380,영다방,0
1381,김밥천국,0
1382,해리스로제떡볶이,0
1383,브로피자,0
1384,갱스터피자,0
1385,피자풀,0
1386,피자먹다,0
1387,피자베이,0
1388,올스타피자,0
1389,피자1989,0
1390,피자선생,0
1392,킴브로스 피자 파스타,0
1393,용피자 1인피자,0
1394,맥주를구한피자,0
1395,아끌로네,0
1396,피자네버슬립스,0
1397,수타피자,0
1398,피자덕후,0
1399,블랙캡피자,0
1400,치즈웨이브,0
1401,7번가피자,0
1402,서오릉피자,0
1403,헬로피자,0
1405,피자인류,0
1406,피자메카,0
1407,피자의 생명은 치즈다,0
1408,브레댄코,0
1409,고피자,0
1410,왕손피자,0
1411,피자라네,0
1412,프레드피자,0
1413,피자캡틴즈,0
1414,피자1번가,0
1415,피자브라더스,0
1416,호랑이초밥,0
1417,숙성회136,0
1418,아낙촌,0
1419,베어밀크,0
1420,매스커피,0
1421,프레씨엘,0
1422,킨지,0
1423,맛있는 오칠구,0
1424,남도술상,0
1425,화덕고깃간,0
1426,요리온,0
1427,꼬마문방구,0
1428,고기고샵,0
1429,프레퍼스다이어트푸드,0
1430,옹헤야,0
1431,쉬즈베이글 커피,0
1432,꽃찬등뼈찜,0
1434,정담은보쌈,0
1435,유달리,0
1436,이름없는 파스타,0
1437,제발시켜주세요,0
1438,불소식당,0
1439,에그마카슈,0
1440,우림관화로구이,0
1441,할매안흥찐빵동네커피1500,0
1442,싸이코참치,0
1443,즐거운돈까스,0
1444,BnB치킨 떡볶이,0
1445,미미쿡,0
1446,막창도둑,0
1447,탑브릭스 ,0
1448,금커피별빙수,0
1449,바다양푼이동태탕찜,0
1450,에바돈가츠,0
1451,만복국수집,0
1452,비어팩토리,0
1453,홍콩다방,0
1454,놀러와플,0
1455,오춘자비어,0
1456,홍스포차,0
1457,임창정의 소주한잔,0
1458,순돌이네연탄집,0
1459,오늘 맥주한잔,0
1460,청춘싸롱,0
1461,프라이빗,0
1462,금별맥주,0
1463,간이역,0
1464,술바다,0
1465,샵도쿄시장,0
1466,생활포차주민,0
1467,다가양조장,0
1468,모찌모찌브레드,0
1469,Waffleek,0
1470,정도너츠,0
1471,나나케이크,0
1472,조선제일빵,0
1473,홍루이젠,0
1474,폴콘,0
1475,샐러데이즈,0
1476,어쭈구리꼼장어,0
1477,마담순살떡볶이,0
1478,진가원 전주콩나물국밥 묵사발,0
1479,설빙,0
1480,더팜홈쿡,0
1481,흥주선비국밥,0
1482,죽도령,0
1483,목촌국민삼겹,0
1484,고봉민김밥 ,0
1485,신송자 신마산 식당,0
1486,반반식당,0
1487,오늘도찜닭 삼겹 파스타,0
1488,바보돼지두마리,0
1489,갈비꽃,0
1490,옥희,0
1491,임창정파절이세겹살,0
1492,뿔난황소곱창,0
1493,요거트아이스크림의정석,0
1494,서울빙수,0
1495,배스킨라빈스,0
1496,닭치고 낙곱새,0
1497,팔도돼지곱창,0
1498,돈까스회관,0
1499,문가네정육식당,0
1500,상남자의 고소한 막창 곱창,0
1501,손 토스트,0
1502,조스테이크,0
1503,꼬치공방,0
1504,그집돼지,0
1505,소바루,0
1506,꼬꼬씨참숯불닭갈비,0
1507,덮라대왕,0
1508,황소알곱창,0
1509,엑스오엑스오 푸드카페,0
1510,위찜,0
1511,아메리칸트레이,0
1512,삼겹시대1900,0
1513,함안조고집,0
1514,스무치,0
1515,광어공방,0
1516,밥스테이크,0
1517,더요리에반하다,0
1518,밥스토랑,0
1519,가마솥김밥,0
1520,화대성땡초불닭,0
1522,마장동김씨,0
1523,청춘사업,0
1524,용구비어,0
1525,남빙고생맥주,0
1526,군선생,0
1527,1974 종로호랑이 맥주,0
1528,엔틱정,0
1529,맥주공장,0
1530,역전총각맥주,0
1531,생활맥주,0
1532,역전할머니맥주1982,0
1533,까투리,0
1534,한라맥주,0
1535,룸의정석,0
1536,대한식당,0
1537,로얄자카르타,0
1538,식감이야기,0
1539,낭만짚불구이,0
1540,코리아타운,0
1541,안춘배씨,0
1542,누룩,0
1543,공룡슈퍼,0
1544,사랑관,0
1545,팔팔포장마차,0
1546,거누광장,0
1547,탄광맥주,0
1548,별빛에취한제주바다,0
1549,오호리준,0
1550,롱타임노씨,0
1551,쉼  어묵 그리고 한잔 술,0
1552,슈퍼커피,0
1553,빈스빈스,0
1554,커피베이,0
1555,손커피연구소,0
1556,커피101스트릿,0
1557,그림카페,0
1558,커피매거진,0
1559,데니스,0
1560,라붐커피,0
1561,이디야커피,0
1562,띵크커피,0
1563,요거프레소,0
1564,물레,0
1565,엔제리너스,0
1566,올리버브라운 카페,0
1567,소디스커피,0
1568,소복,0
1569,시베리안 빙수킹 카페,0
1570,쿠크봉,0
1571,젤라또로플,0
1572,크렘드마롱,0
1573,카페코나퀸즈,0
1574,토프레소,0
1575,매머드커피,0
1576,평화다방,0
1577,카페글렌,0
1578,드립앤더치,0
1579,패스트카페,0
1580,에이그레이트카페,0
1581,갈비찜클라쓰,0
1582,보일링몬스터,0
1583,서병장대김이병,0
1584,빛가람국밥,0
1585,가득피자,0
1586,눈꽃대패,0
1587,신묘한닭도리탕 곱도리탕,0
1588,올리브명품찹쌀꽈배기,0
1589,마린보이 코다리1번가,0
1590,이을감자탕,0
1591,팔덕식당,0
1592,쿠킹타임,0
1593,효자동설렁탕,0
1594,일미리금계찜닭,0
1595,두거리우신탕,0
1596,진고래아구찜해물찜,0
1597,바베큐통족구이,0
1598,메밀골동해막국수,0
1599,채육식당,0
1600,화사랑화로구이,0
1601,부라보쪽갈비,0
1602,1인자감자탕,0
1603,OCIC네호호감자탕,0
1604,홍담동홍게우동집,0
1605,린생사진관,0
1606,키라키라윤,0
1607,샘물맥주,0
1608,첫번째필족사랑,0
1609,미사리밀빛초계국수,0
1610,홍구등갈비,0
1611,방일해장국,0
1612,육회이야기,0
1613,훈민정음 ,0
1614,쓰리몽키즈,0
1615,뉴코뮤직타운,0
1616,훠궈야,0
1617,장터순대국감자탕,0
1618,조가네갑오징어,0
1619,돈탐라제주,0
1620,노랑강정,0
1621,몽슈슈,0
1622,우리집다음에맛있는집양평해장국,0
1623,가배두림,0
1624,홍수계찜닭,0
1625,고양이부엌,0
1626,치킨을사랑한떡볶이,0
1627,김윤미전복삼계탕,0
1628,큰맘할매순대국,0
1629,볶찜,0
1630,사위식당,0
1631,만반진수 팔도국밥,0
1632,덕천족발,0
1634,밥엔청국장,0
1635,하솜면가 육전메밀,0
1636,돈가네김치찌개,0
1637,153구포국수,0
1638,바우네나주곰탕,0
1639,누리마을감자탕,0
1640,육마니 옛날전통육개장,0
1641,육칠이,0
1642,킹치찌개찜,0
1643,홍익궁중전통육개장,0
1644,한방전주콩나물국밥,0
1645,꺼먹지명태조림,0
1646,육쌈냉면,0
1647,곽만근갈비탕,0
1648,놀놀숯닭갈비,0
1649,해방곱창,0
1650,불난막창,0
1651,춘천중앙로숯불닭갈비,0
1652,브라더뒷고기,0
1653,백번가코다리,0
1654,원조강영숙봉평메밀촌,0
1655,수내닭꼬치,0
1656,필라프에빠지다,0
1657,너티차일드,0
1658,정정아식당,0
1659,봉구스밥버거,0
1660,노마세야매운갈비찜,0
1661,원조전통명가 통큰할매순대국,0
1662,꿀꿀이대패파삼,0
1663,안흥갈비,0
1664,조s해물포차,0
1665,초가네장어구이,0
1666,깐깐한족발,0
1667,장금수부대찌개,0
1668,원조설악추어탕,0
1669,연어이야기,0
1670,신복관,0
1671,열정담은 국물집,0
1672,낭만낙곱새,0
1673,킹부대찌개테이크아웃,0
1674,제주고깃집,0
1675,서명성고깃집,0
1676,청춘아구찜알곤이찜,0
1677,주인이직접고운진짜갈비탕,0
1678, 더참맛수육국밥앤보쌈,0
1679,싸가정곱창 담윤순대국,0
1680,38선넘은짱닭,0
1681,쌍다리돼지불백,0
1682,마미킷,0
1683,경원해물찜0427,0
1684,도리도리닭도리탕,0
1685,코다차야,0
1687,와플대학,0
1689, 예감,0
1690,짬뽕상회,0
1691,호사양곱창,0
1692,인아워타임,0
1693,홈즈앤쿡,0
1694,정든닭발,0
1695,공룡닭발,0
1696,카츠야미,0
1697,백년회관서서갈비,0
1698,마약먹태,0
1699,정직한푸줏간육화몽,0
1700,스시네코,0
1701,와로샐러드,0
1702,왕서방왕치킨피자,0
1703,진곱다 곱창다방,0
1704,호토모토,0
1705,애플블러썸,0
1706,풍국면,0
1707,쉐프밥상,0
1708,칭다오양꼬치,0
1709,아이엠쿡,0
1710,냉면의 신,0
1711,바다총각게장,0
1712,참한국밥,0
1713,소보양본가,0
1714,도리연닭도리탕,0
1715,홍성래특허김밥,0
1716,양호실떡볶이,0
1717,로라방앗간,0
1718,웁스떡볶이,0
1719,면앤면추억의가락국수,0
1721,월매뜨레멸치국수 초김밥,0
1722,눈물떡볶이,0
1723,허세김밥,0
1724,우림칼국수,0
1725,떡볶이창고,0
1726,브이떡볶이126,0
1727,열정분식소,0
1728,뿌기떡볶이,0
1729,이여사나무김밥,0
1730,우럼마왕만두,0
1731,해피꼬마김밥,0
1732,밥앤스낵,0
1733,아수라떡볶이,0
1734,애플김밥,0
1735,왕순이 주먹밥 김밥,0
1736,엄청난떡볶이,0
1737,원래는 치킨집을 할려고 했었다,0
1738,씨앤푸드스토리 청년떡볶이,0
1739,최고당 돈가스,0
1741,썬더치킨,0
1742,고마담치킨,0
1743,커피마마퀸,0
1744,종로계림닭도리탕원조,0
1745,명동할머니국수,0
1746,오별난멸치국수,0
1747,일품해운대봉가떡볶이,0
1748,무공돈까스,0
1749,삼형제김밥,0
1750,알촌,0
1751,슈퍼떡볶킹,0
1752,고수라,0
1753,기용,0
1754,깨봉이국물떡볶이,0
1755,오늘애김밥,0
1756,반장떡볶이,0
1757,마포만두,0
1758,선비꼬마김밥,0
1759,기봉이김밥,0
1760,파더스김밥,0
1761,달떡볶이,0
1762,와이낫떡볶이,0
1763,맛있는 친구 미친 떡볶이,0
1764,상아김밥,0
1765,김밥일번지,0
1766,호랑이 떡볶이,0
1767,명가온김밥,0
1768,개념떡볶이,0
1769,전주진국밥,0
1770,소중한한끼담은사골순대국,0
1771,공릉동원조멸치국수,0
1772,육회말투아웃,0
1773,불닭발땡초동대문엽기떡볶이,0
1774,다수니와플,0
1775,커피스미스,0
1776,죽이야기붕푸드마켓,0
1777,마리짱,0
1778,꼬꼬STORY,0
1779,십원집,0
1780,비와별 닭갈비,0
1781,돈카냉면 파스타,0
1782,마치래빗,0
1783,달구나 맥주,0
1784,황금소,0
1785,참토스트,0
1786,현죽,0
1787,아도겐,0
1788,노키친,0
1789,1703 참한집,0
1790,돼지코생곱창갈비,0
1791,류아저씨의화동생갈비,0
1792,착한국밥,0
1793,한근김치찜,0
1794,태선족발,0
1795,뚝딱짜글이,0
1796,리얼파스타,0
1797,인생아구찜,0
1798,홍 이집,0
1799,석관동떡볶이,0
1800,장터옛날통닭,0
1801,돈치킨,0
1802,오태식해바라기치킨,0
1803,치킨 류,0
1804,치맥킹,0
1805,서울 스파이시,0
1806,두리아,0
1807,인생치킨,0
1808,장군닭발,0
1809,후라이드바삭킹,0
1810,케리홈치킨,0
1811,리굼숯불치킨,0
1812,지랄닭발,0
1813,배떡,0
1814,정성한줄,0
1815,신만용신가네매운떡볶이,0
1816,갓만든떡볶이,0
1817,리김밥,0
1818,마피아떡볶이,0
1819,오진당떡볶이,0
1820,신존떡볶이,0
1821,떡군이네떡볶이,0
1822,보영만두,0
1823,어묵대장 떡볶이,0
1824,나는 조선의 떡볶이다,0
1825,오로지라멘,0
1826,이삭토스트,0
1827,삼진어묵당,0
1828,아싸라비야 매운떡볶이,0
1829,남매컵밥,0
1830,수철이네왕새우튀김,0
1831,아담 s 꼬마김밥,0
1832,진미면막국수,0
1833,마음한줄,0
1834,김용덕의 소문난 부자국밥,0
1835,돼지가 김치찜했어,0
1836,엄지척닭도리,0
1837,원가회관,0
1838,미식가의구이,0
1839,마중물추어탕,0
1840,갈비에 빠지다,0
1841,고여금 감자탕,0
1842,시골촌닭구이,0
1843,김순례 닭강정,0
1844,갓튀긴후라이드,0
1845,몽두마리치킨,0
1846,치르메스치킨,0
1847,꼭그닭치킨,0
1848,조선CH S치킨,0
1849,수셰프치킨,0
1850,교촌치킨,0
1851,치킨의민족,0
1852,동수네통닭,0
1853,계동치킨,0
1854,미쳐버린파닭,0
1855,달 달치킨,0
1856,숯불민족,0
1857,설원칡냉면 푸짐보쌈,0
1858,어죽대부,0
1859,샤브정,0
1860,감성키친,0
1861,과일팡,0
1862,보태닉마켓,0
1863,홍익스테이크,0
1864,jay coffee,0
1865,우텐더,0
1866,모노치즈,0
1867,장수본가해장국,0
1868,요술밥상,0
1869,정성간장 매운갈비찜도시락,0
1870,신단설렁탕,0
1871,고기듬뿍 대왕비빔밥,0
1872,천하대창군,0
1873,청년컵밥,0
1874,뚝배기양평해장국,0
1875,꿀돼지집 꿀백,0
1876,강금옥쭈꾸미,0
1877,진원 소우,0
1878,덮밥만드는남자,0
1879,현풍닭칼국수,0
1880,진명인면옥,0
1881,한다솥,0
1882,길가옆에누룽지삼계탕,0
1883,화성옥,0
1884,오풍미족발,0
1885,레이지앤코,0
1886,컬러인커피,0
1887,아프리카커피초콜릿,0
1888,라센다 커피,0
1889,조커커피,0
1890,베러댄와플,0
1891,투썸플레이스,0
1892,카페일루이스,0
1893,해머스미스커피,0
1894,피카커피,0
1895,미진축산,0
1896,한방서원갈비,0
1897,두껍삼,0
1898,셰프의국수앤육개장,0
1899,남포동 직화 쭈꾸미,0
1900,잭아저씨족발 보쌈,0
1901,행복가마솥밥 알솥밥,0
1902,카페 황금칼빵,0
1903,카페라리,0
1904,카페미뇽,0
1905,마라대국,0
1906,훠룽쿵부,0
1907,손오공마라탕,0
1908,마라공방,0
1909,몸애존짜장,0
1910,맛지비불꼬막짬뽕,0
1911,짬뽕10101,0
1912,바른푸드,0
1913,알면 통하는 떡볶이,0
1914,애플꼬마김밥,0
1915,와닭꼬치,0
1916,떡볶이몽테이너,0
1917,만스김밥,0
1918,걸작떡볶이치킨,0
1919,로케트분식,0
1920,닥치고 푸드,0
1921,마미떡,0
1922,마빡떡볶이,0
1923,교동짬뽕,0
1924,라홍방 마라탕,0
1925,청화당,0
1926,천짬뽕87,0
1927,마라내음,0
1928,홍짜장,0
1929,진대감,0
1930,구삼짜글이,0
1931,태기산더덕순대,0
1932,모두뼈다귀감자탕,0
1933,광안천지식당,0
1934,황금곱창,0
1935,쭈앤쭈,0
1936,뼈대있는국밥,0
1937,별빛가든 김치찌개 김치찜,0
1938,30년 불멸의닭발,0
1939,심동보의언양불고기와육회,0
1940,육소단,0
1941,돼지청문회,0
1942,생생아구찜,0
1943,가마깨비,0
1944,마왕족발,0
1945,택이네 조개전골,0
1946,핸드메이드,0
1947,커피스토어,0
1948,cafe65 ,0
1949,이륜당,0
1950,슈퍼브카페,0
1951,카페천국,0
1952,커피빅,0
1953,한빵울,0
1954,왓커피,0
1955,피에스타7커피,0
1956,카페도헤이왕의커피,0
1957,커피펍스,0
1958,베스트빈,0
1959,코페아커피,0
1960,데일리커피,0
1961,카페마엔코,0
1962,1L 맥스커피,0
1963,카페안시 스튜디오안시,0
1964,카페 70 C,0
1965,카페리빈,0
1966,고품격 커피공장,0
1967,시티카페,0
1968,주커피,0
1969,카페바움,0
1970,탐앤탐스커피,0
1971,프롬하츠,0
1972,펠어커피,0
1973,카페홀릭,0
1974,카페051,0
1975,보니또커피,0
1976,지브릭커피,0
1977,카페데베르,0
1978,하이오커피,0
1979,디초콜릿커피앤드,0
1980,크레이저커피,0
1981,카페베네,0
1982,COFFEENIE,0
1983,헤이트먼데이,0
1984,카페아이엠티,0
1985,드림커피,0
1986,아덴블랑제리,0
1987,별난커피,0
1988,반달커피,0
1989,커스텀커피,0
1990,카페제곱,0
1991,커피인류,0
1992,몰타,0
1993,크로플다일,0
1994,어오케이커피,0
1995,PLAN ,0
1996,카페CCD,0
1997,커피기업,0
1998,기기커피,0
1999,터치카페,0
2000,Every Coffee,0
2001,맥시멈커피,0
2002,아이씨카페,0
2003,커피볶는집,0
2004,엑스엑스 커피메이커,0
2005,브런치빈,0
2006,카페홍,0
2007,킁킁커피,0
2008,베이리프커피,0
2009,페어런츠,0
2010,봉명동내커피,0
2011,스므으커피,0
2012,카페루앤비,0
2013,나를 위한 하루 날 위한 커피,0
2014,정성으로 빚은 만두고을,0
2015,마포닭발,0
2016,경기미당,0
2018,한식대장,0
2020,데블스램 펍,0
2021,킹스덮밥,0
2022,청년고기장수,0
2023,여우곰탕,0
2024,게매니아,0
2025,배명 천수냉면,0
2026,울타리없는만두집,0
2027,제육이와 짜글이,0
2028,삼굽살,0
2029,신의혼밥,0
2030,소제이,0
2031,베스트생갈비찜 찜닭,0
2032,단골손님,0
2033,유성갈비,0
2034,청년대게,0
2035,북성회관,0
2036,광선집,0
2037,영산강오리탕,0
2038,제주안방갈비,0
2039,평화김해뒷고기,0
2040,돼지영농후계자,0
2042,트루먼커피,0
2043,크로플로,0
2044,커피더캠프,0
2045,더드림커피,0
2046,봉남동커피,0
2047,행님디저트카페,0
2048,커피브라더,0
2049,하이즈커피,0
2050,이삐커피,0
2051,오늘도  카페일리터,0
2052,커피박스,0
2053,커피나뜨래,0
2054,현방오백생삼겹살,0
2055,권사부 순대국,0
2056,김덕후의 곱창조,0
2057,냠냠족발앤보쌈,0
2058,진이찬방,0
2059,전초전,0
2060,제주도야지판,0
2061,토고리 옛날막창,0
2062,방태막국수,0
2063,한끼한죽,0
2064,시골통돼지볶음,0
2065,본도시락,0
2066,쭈꾸쭈꾸아,0
2067,송담추어탕,0
2068,두리맛감자탕,0
2069,신성아구찜,0
2070,의리감자탕,0
2071,생활생돈,0
2072,보드레족,0
2073,빤닭빤닭,0
2074,유가네,0
2075,용공장,0
2076,육회천지,0
2077,서양 낙곱새,0
2078,개정,0
2079,봉추찜닭,0
2080,KOOPJA,0
2081,오지버거,0
2082,석봉토스트,0
2083,자마버거,0
2084,제이룸은 버거입니다,0
2085,죠샌드위치앤커피,0
2086,버거킹,0
2087,도니버거,0
2088,호봉토스트,0
2089,목동버거,0
2090,키친박스,0
2091,먼치오케이샐러드클럽,0
2092,프레시런,0
2094,패스트롤,0
2095,스몰하노이,0
2096,엉클인더키친,0
2097,벱하노이,0
2098,퍼틴,0
2099,홍대쌀국수,0
2100,마녀쌀국수,0
2101,오브밀,0
2102,포식,0
2103,버거스캔들,0
2104,모스버거,0
2105,버거타운,0
2106,프랭크버거,0
2107,버거운버거,0
2108,세종이도,0
2109,막쇠,0
2110,고향옥얼큰순대국,0
2111,JBD 본 종로빈대떡,0
2112,담솥,0
2113,국제수입식당,0
2114,든든국밥,0
2115,팔공냉면,0
2116,그놈포차,0
2117,수니열닭발,0
2118,라온가정식감자탕,0
2119,알찬하루,0
2120,한뚝수육국밥,0
2121,장도뚝배기,0
2122,옥사장집밥,0
2123,고기명작,0
2124,따띠삼겹,0
2125,조춘식동태탕찜,0
2126,정성순대,0
2127,김춘화인 해물찜달인,0
2128,안녕숯불,0
2129,야끼니꾸 소량,0
2130,유브유부,0
2131,나씨네 뒷고기,0
2132,어가반상,0
2133,청양일초,0
2134,대한냉면,0
2135,흑돼지 삼백식당,0
2136,설화참숯닭갈비,0
2137,등갈비애꼬치다,0
2138,우와,0
2139,부대찌개119,0
2140,미친고기,0
2141,도쿄스테이크,0
2142,버거앤프라이즈,0
2143,잇덴굿,0
2144,프루츠락,0
2145,육회한연어,0
2146,샤브향,0
2147,유장춘닭개장,0
2148,가리미김밥,0
2149,냉면입니다,0
2150,해풍담 대포항코다리와 화덕생선구이,0
2151,곱창가,0
2152,우주최강도시락,0
2153,바로파스타 바로덮밥,0
2154,배달요정,0
2155,모두의곱창,0
2156,춘천꼬꼬닭갈비,0
2157,생고기제작소,0
2158,오수명 오가네 생선구이,0
2159,산에간쭈꾸미,0
2160,생극해장국,0
2161,해운대제면소,0
2162,서울편백찜,0
2163,하남돼지집,0
2164,다샤브,0
2165,강순자옛맛김치찌개,0
2166,청국장과보리밥,0
2167,원종중앙시장,1
2168,고리울동굴시장,1
2169,청과물시장,1
2170,광명전통시장,1
2171,광명새마을시장,1
2172,새서울프라자,1
2173,제일쇼핑,1
2174,구매탄시장,1
2175,태안농협,1
2176,매산시장,1
2177,권선종합시장,1
2178,수원가구거리상점가,1
2179,화서시장,1
2180,구천동공구시장,1
2181,역전지하도상가,1
2182,못골종합시장,1
2183,영동시장,1
2184,팔달문시장,1
2185,수원시,1
2186,정자시장,1
2187,장안문거북시장,1
2188,미나리광시장,1
2189,남문패션1번가시장,1
2190,시민상가시장,1
2191,지동시장,1
2192,역전시장,1
2193,매산로테마거리상점가,1
2194,남문로데오시장,1
2195,수지농협,1
2196,죽전로데오상점가시장,1
2197,북수원시장,1
2198,구성농협,1
2199,기흥농협 ,1
2200,반딧불이연무시장,1
2201,삼미시장,1
2202,부천시흥원협,1
2203,용인농협,1
2204,모현농협,1
2205,포곡농협,1
2206,용인중앙시장,1
2207,이동농협,1
2208,원삼농협,1
2209,조암시장,1
2210,발안만세시장,1
2211,정남농협,1
2212,발안농협,1
2213,사강시장,1
2214,조암농협,1
2215,남양시장,1
2216,안산시,1
2217,오산오색시장,1
2218,관양시장,1
2219,지도농협,1
2220,산본시장,1
2221,안양원협,1
2222,시민시장,1
2223,오이도전통수산시장,1
2224,정왕시장,1
2225,반월농협,1
2226,중앙인정시장,1
2227,남부시장,1
2228,호계종합시장,1
2229,군포역전시장,1
2230,부곡도깨비시장,1
2231,박달시장,1
2232,안산농협,1
2233,화성푸드통합지원센터,1
2234,일동전통시장,1
2235,운천전통시장,1
2236,포천농협,1
2237,포천로컬푸드,1
2238,가산농협,1
2239,진접농협,1
2240,구리전통시장,1
2241,와부농협,1
2242,가평군산림조합,1
